date,region,rainfall,temperature,humidity
2025-10-08,Surabaya,0.0,30.6,68.0
2025-10-09,Surabaya,0.0,33.8,48.3
2025-10-10,Surabaya,0.0,33.8,74.6
2025-10-11,Surabaya,0.0,30.4,56.6
2025-10-12,Surabaya,0.0,31.2,56.0
2025-10-13,Surabaya,0.0,31.0,74.8
2025-10-14,Surabaya,0.0,31.2,64.3
2025-10-15,Surabaya,0.0,35.2,82.0
2025-10-16,Surabaya,0.0,31.1,80.5
2025-10-17,Surabaya,0.0,28.7,66.1
2025-10-18,Surabaya,0.0,30.8,63.3
2025-10-19,Surabaya,0.0,33.1,66.5
2025-10-20,Surabaya,0.0,30.3,61.2
2025-10-21,Surabaya,0.0,32.0,75.5
2025-10-22,Surabaya,0.0,32.5,55.0
2025-10-23,Surabaya,0.0,29.8,75.9
2025-10-24,Surabaya,0.0,32.1,62.4
2025-10-25,Surabaya,0.0,32.4,71.6
2025-10-26,Surabaya,0.0,32.9,62.5
2025-10-27,Surabaya,4.52,27.7,77.9
2025-10-28,Surabaya,0.0,32.3,58.5
2025-10-29,Surabaya,0.0,30.5,81.6
2025-10-30,Surabaya,0.0,34.5,67.0
2025-10-31,Surabaya,0.0,37.1,64.3
2025-11-01,Surabaya,7.28,26.6,79.4
2025-11-02,Surabaya,0.0,32.2,72.1
2025-11-03,Surabaya,0.0,33.1,64.3
2025-11-04,Surabaya,0.0,33.3,54.8
2025-11-05,Surabaya,4.55,26.6,82.5
2025-11-06,Surabaya,10.9,27.7,80.5
2025-11-07,Surabaya,0.0,29.9,54.2
2025-11-08,Surabaya,0.0,33.1,62.5
2025-11-09,Surabaya,21.77,26.8,79.5
2025-11-10,Surabaya,0.0,33.9,57.0
2025-11-11,Surabaya,9.11,27.1,90.4
2025-11-12,Surabaya,0.0,36.3,60.2
2025-11-13,Surabaya,0.0,33.7,47.6
2025-11-14,Surabaya,0.0,30.4,70.1
2025-11-15,Surabaya,25.7,27.6,73.3
2025-11-16,Surabaya,0.0,29.7,69.1
2025-11-17,Surabaya,0.0,32.8,69.7
2025-11-18,Surabaya,0.0,32.3,82.6
2025-11-19,Surabaya,0.0,31.9,67.9
2025-11-20,Surabaya,4.64,28.2,83.1
2025-11-21,Surabaya,0.0,28.4,49.5
2025-11-22,Surabaya,9.85,25.2,93.8
2025-11-23,Surabaya,0.0,32.1,62.4
2025-11-24,Surabaya,37.13,30.4,93.1
2025-11-25,Surabaya,9.06,26.4,78.8
2025-11-26,Surabaya,0.0,31.3,49.9
2025-11-27,Surabaya,0.0,36.4,74.4
2025-11-28,Surabaya,4.09,26.3,88.7
2025-11-29,Surabaya,0.0,36.0,67.7
2025-11-30,Surabaya,13.08,28.1,82.4
2025-12-01,Surabaya,9.13,29.1,84.3
2025-12-02,Surabaya,0.0,31.0,57.3
2025-12-03,Surabaya,1.84,28.0,88.6
2025-12-04,Surabaya,25.91,24.0,86.6
2025-12-05,Surabaya,0.0,37.7,69.0
2025-12-06,Surabaya,0.0,24.7,60.1
2025-12-07,Surabaya,0.0,31.1,63.2
2025-12-08,Surabaya,16.22,30.2,86.0
2025-12-09,Surabaya,31.53,29.8,74.8
2025-12-10,Surabaya,0.0,31.2,65.9
2025-12-11,Surabaya,6.31,29.2,93.9
2025-12-12,Surabaya,3.78,27.4,96.7
2025-12-13,Surabaya,7.81,29.7,82.9
2025-12-14,Surabaya,12.16,25.8,97.3
2025-12-15,Surabaya,0.0,36.3,60.0
2025-12-16,Surabaya,0.0,33.0,73.4
2025-12-17,Surabaya,0.0,31.9,77.8
2025-12-18,Surabaya,15.77,27.1,80.4
2025-12-19,Surabaya,17.84,28.8,92.5
2025-12-20,Surabaya,33.16,28.4,84.6
2025-12-21,Surabaya,12.83,28.3,92.1
2025-12-22,Surabaya,0.0,31.3,78.1
2025-12-23,Surabaya,0.0,32.5,57.2
2025-12-24,Surabaya,0.0,31.6,67.9
2025-12-25,Surabaya,0.0,28.0,53.7
2025-12-26,Surabaya,14.38,27.8,89.8
2025-12-27,Surabaya,0.0,32.6,78.7
2025-12-28,Surabaya,0.0,30.6,66.1
2025-12-29,Surabaya,0.0,34.5,66.6
2025-12-30,Surabaya,0.0,30.5,80.6
2025-12-31,Surabaya,0.0,33.8,58.4
2020-01-01,Yogyakarta,0.0,33.3,68.0
2020-01-02,Yogyakarta,0.0,30.2,65.2
2020-01-03,Yogyakarta,51.5,28.7,78.3
2020-01-04,Yogyakarta,32.8,26.5,100.0
2020-01-05,Yogyakarta,22.96,23.4,89.2
2020-01-06,Yogyakarta,49.66,30.4,83.6
2020-01-07,Yogyakarta,51.09,27.4,80.4
2020-01-08,Yogyakarta,0.0,32.3,58.0
2020-01-09,Yogyakarta,0.0,32.4,50.8
2020-01-10,Yogyakarta,28.42,29.2,88.6
2020-01-11,Yogyakarta,9.22,27.6,79.9
2020-01-12,Yogyakarta,18.22,30.8,78.1
2020-01-13,Yogyakarta,0.0,29.4,61.3
2020-01-14,Yogyakarta,13.63,27.1,87.4
2020-01-15,Yogyakarta,0.0,32.2,42.0
2020-01-16,Yogyakarta,0.0,31.9,65.4
2020-01-17,Yogyakarta,5.56,31.2,76.0
2020-01-18,Yogyakarta,0.0,33.1,51.5
2020-01-19,Yogyakarta,0.0,31.1,64.6
2020-01-20,Yogyakarta,0.0,28.7,79.1
2020-01-21,Yogyakarta,16.76,26.0,82.3
2020-01-22,Yogyakarta,32.0,24.1,83.6
2020-01-23,Yogyakarta,12.99,25.3,87.8
2020-01-24,Yogyakarta,0.0,33.3,72.5
2020-01-25,Yogyakarta,0.0,32.1,88.9
2020-01-26,Yogyakarta,25.16,25.0,83.9
2020-01-27,Yogyakarta,0.0,33.3,78.4
2020-01-28,Yogyakarta,0.0,34.3,60.0
2020-01-29,Yogyakarta,0.0,31.2,64.6
2020-01-30,Yogyakarta,12.0,28.8,86.2
2020-01-31,Yogyakarta,38.51,28.3,81.4
2020-02-01,Yogyakarta,27.64,26.3,89.8
2020-02-02,Yogyakarta,0.0,31.0,46.0
2020-02-03,Yogyakarta,17.91,28.4,88.8
2020-02-04,Yogyakarta,0.0,35.8,63.1
2020-02-05,Yogyakarta,0.0,31.5,54.3
2020-02-06,Yogyakarta,0.0,31.2,61.2
2020-02-07,Yogyakarta,22.05,25.7,87.7
2020-02-08,Yogyakarta,0.0,31.4,85.0
2020-02-09,Yogyakarta,0.0,29.2,59.4
2020-02-10,Yogyakarta,0.0,28.3,73.2
2020-02-11,Yogyakarta,4.18,26.5,74.6
2020-02-12,Yogyakarta,6.54,26.2,79.2
2020-02-13,Yogyakarta,0.0,31.0,78.7
2020-02-14,Yogyakarta,0.0,32.6,74.3
2020-02-15,Yogyakarta,0.0,32.8,58.4
2020-02-16,Yogyakarta,0.0,35.9,65.7
2020-02-17,Yogyakarta,30.23,27.5,87.2
2020-02-18,Yogyakarta,0.0,31.5,51.4
2020-02-19,Yogyakarta,0.0,29.8,83.1
2020-02-20,Yogyakarta,0.0,28.6,68.8
2020-02-21,Yogyakarta,0.0,33.3,55.2
2020-02-22,Yogyakarta,1.6,30.2,86.5
2020-02-23,Yogyakarta,0.0,32.2,63.2
2020-02-24,Yogyakarta,63.28,27.3,90.3
2020-02-25,Yogyakarta,0.0,30.1,55.5
2020-02-26,Yogyakarta,8.36,32.3,88.2
2020-02-27,Yogyakarta,0.0,33.5,42.8
2020-02-28,Yogyakarta,0.0,32.0,83.5
2020-02-29,Yogyakarta,5.84,22.7,82.3
2020-03-01,Yogyakarta,0.0,34.0,54.8
2020-03-02,Yogyakarta,0.0,37.3,57.6
2020-03-03,Yogyakarta,0.0,30.8,62.1
2020-03-04,Yogyakarta,0.0,35.2,73.1
2020-03-05,Yogyakarta,0.0,33.0,79.9
2020-03-06,Yogyakarta,15.3,29.3,86.2
2020-03-07,Yogyakarta,0.0,31.1,70.1
2020-03-08,Yogyakarta,24.06,28.4,85.3
2020-03-09,Yogyakarta,31.9,30.6,85.8
2020-03-10,Yogyakarta,0.0,30.6,64.3
2020-03-11,Yogyakarta,37.49,27.4,84.7
2020-03-12,Yogyakarta,28.53,28.2,86.8
2020-03-13,Yogyakarta,0.0,30.6,72.4
2020-03-14,Yogyakarta,12.21,25.9,82.3
2020-03-15,Yogyakarta,0.0,31.8,84.8
2020-03-16,Yogyakarta,0.0,31.5,64.3
2020-03-17,Yogyakarta,0.0,36.2,57.1
2020-03-18,Yogyakarta,41.2,32.9,87.0
2020-03-19,Yogyakarta,12.44,29.8,89.5
2020-03-20,Yogyakarta,26.54,29.5,93.2
2020-03-21,Yogyakarta,12.92,29.1,95.4
2020-03-22,Yogyakarta,0.0,29.2,67.1
2020-03-23,Yogyakarta,53.53,28.3,87.0
2020-03-24,Yogyakarta,19.06,25.6,81.6
2020-03-25,Yogyakarta,0.0,34.0,53.5
2020-03-26,Yogyakarta,0.0,30.9,70.1
2020-03-27,Yogyakarta,0.0,31.6,78.7
2020-03-28,Yogyakarta,5.44,27.4,74.1
2020-03-29,Yogyakarta,0.0,31.6,76.8
2020-03-30,Yogyakarta,0.0,32.4,64.6
2020-03-31,Yogyakarta,74.38,26.3,83.4
2020-04-01,Yogyakarta,33.79,23.6,80.6
2020-04-02,Yogyakarta,14.3,27.1,80.3
2020-04-03,Yogyakarta,0.0,33.4,63.8
2020-04-04,Yogyakarta,5.45,28.1,87.9
2020-04-05,Yogyakarta,0.0,33.0,75.6
2020-04-06,Yogyakarta,0.0,32.4,79.1
2020-04-07,Yogyakarta,30.45,30.5,77.5
2020-04-08,Yogyakarta,13.72,26.4,80.7
2020-04-09,Yogyakarta,36.8,29.2,84.2
2020-04-10,Yogyakarta,11.34,26.7,87.2
2020-04-11,Yogyakarta,0.0,33.9,60.1
2020-04-12,Yogyakarta,0.0,29.4,68.6
2020-04-13,Yogyakarta,0.0,33.7,83.0
2020-04-14,Yogyakarta,0.0,31.6,87.0
2020-04-15,Yogyakarta,0.0,32.7,49.1
2020-04-16,Yogyakarta,0.0,28.5,65.0
2020-04-17,Yogyakarta,14.49,27.8,80.7
2020-04-18,Yogyakarta,0.0,32.6,70.9
2020-04-19,Yogyakarta,0.0,30.3,51.0
2020-04-20,Yogyakarta,11.41,30.1,82.3
2020-04-21,Yogyakarta,0.0,27.7,59.1
2020-04-22,Yogyakarta,31.07,28.4,81.4
2020-04-23,Yogyakarta,7.28,28.2,84.6
2020-04-24,Yogyakarta,0.0,29.9,55.4
2020-04-25,Yogyakarta,0.0,32.8,56.2
2020-04-26,Yogyakarta,0.0,27.3,56.0
2020-04-27,Yogyakarta,0.0,31.1,58.2
2020-04-28,Yogyakarta,0.0,30.1,75.1
2020-04-29,Yogyakarta,31.18,28.2,79.7
2020-04-30,Yogyakarta,18.45,26.7,82.2
2020-05-01,Yogyakarta,0.0,31.8,56.7
2020-05-02,Yogyakarta,0.0,32.8,64.6
2020-05-03,Yogyakarta,0.0,30.6,63.2
2020-05-04,Yogyakarta,0.0,30.3,81.4
2020-05-05,Yogyakarta,6.02,27.9,82.9
2020-05-06,Yogyakarta,0.0,32.2,70.5
2020-05-07,Yogyakarta,0.0,27.1,69.1
2020-05-08,Yogyakarta,0.0,32.0,50.8
2020-05-09,Yogyakarta,0.0,33.2,80.0
2020-05-10,Yogyakarta,6.08,29.7,85.7
2020-05-11,Yogyakarta,0.0,31.1,55.7
2020-05-12,Yogyakarta,0.0,33.4,58.7
2020-05-13,Yogyakarta,0.0,33.9,64.7
2020-05-14,Yogyakarta,0.0,35.0,65.3
2020-05-15,Yogyakarta,4.15,29.7,79.2
2020-05-16,Yogyakarta,0.0,29.1,72.2
2020-05-17,Yogyakarta,0.0,32.8,53.1
2020-05-18,Yogyakarta,0.0,34.7,52.3
2020-05-19,Yogyakarta,0.0,32.3,58.9
2020-05-20,Yogyakarta,0.0,30.1,82.8
2020-05-21,Yogyakarta,2.19,28.6,81.1
2020-05-22,Yogyakarta,0.0,29.3,72.7
2020-05-23,Yogyakarta,0.0,27.9,74.8
2020-05-24,Yogyakarta,0.0,32.8,87.0
2020-05-25,Yogyakarta,0.0,32.2,79.1
2020-05-26,Yogyakarta,1.41,27.2,85.1
2020-05-27,Yogyakarta,0.0,34.4,72.3
2020-05-28,Yogyakarta,1.44,26.6,85.3
2020-05-29,Yogyakarta,0.0,34.1,52.5
2020-05-30,Yogyakarta,0.0,28.8,55.6
2020-05-31,Yogyakarta,0.0,34.8,75.0
2020-06-01,Yogyakarta,0.0,31.3,71.7
2020-06-02,Yogyakarta,4.02,28.5,81.7
2020-06-03,Yogyakarta,0.0,34.7,75.6
2020-06-04,Yogyakarta,0.0,33.0,52.6
2020-06-05,Yogyakarta,0.0,32.3,60.1
2020-06-06,Yogyakarta,0.0,33.1,48.2
2020-06-07,Yogyakarta,2.31,27.7,83.6
2020-06-08,Yogyakarta,0.0,32.9,63.8
2020-06-09,Yogyakarta,0.0,31.1,71.6
2020-06-10,Yogyakarta,1.59,30.5,89.9
2020-06-11,Yogyakarta,0.0,32.2,71.8
2020-06-12,Yogyakarta,0.0,34.5,55.5
2020-06-13,Yogyakarta,0.0,29.8,53.5
2020-06-14,Yogyakarta,0.0,31.8,55.8
2020-06-15,Yogyakarta,0.0,31.7,57.8
2020-06-16,Yogyakarta,0.0,32.0,57.5
2020-06-17,Yogyakarta,0.0,32.1,69.0
2020-06-18,Yogyakarta,0.0,31.3,47.8
2020-06-19,Yogyakarta,3.06,27.6,94.9
2020-06-20,Yogyakarta,0.0,35.3,77.2
2020-06-21,Yogyakarta,0.0,29.5,67.4
2020-06-22,Yogyakarta,0.0,28.9,52.3
2020-06-23,Yogyakarta,3.92,28.4,87.8
2020-06-24,Yogyakarta,0.82,29.6,74.9
2020-06-25,Yogyakarta,0.0,28.9,57.8
2020-06-26,Yogyakarta,0.0,34.3,64.6
2020-06-27,Yogyakarta,0.0,31.5,55.4
2020-06-28,Yogyakarta,0.0,30.2,53.5
2020-06-29,Yogyakarta,0.0,32.7,54.2
2020-06-30,Yogyakarta,0.0,34.8,64.2
2020-07-01,Yogyakarta,0.0,30.0,63.9
2020-07-02,Yogyakarta,0.0,31.4,79.4
2020-07-03,Yogyakarta,10.62,27.9,74.2
2020-07-04,Yogyakarta,0.0,33.0,72.6
2020-07-05,Yogyakarta,0.0,30.1,73.3
2020-07-06,Yogyakarta,0.0,35.9,70.1
2020-07-07,Yogyakarta,6.25,30.1,87.4
2020-07-08,Yogyakarta,0.0,33.4,54.8
2020-07-09,Yogyakarta,0.0,30.8,55.5
2020-07-10,Yogyakarta,0.0,29.5,69.4
2020-07-11,Yogyakarta,3.38,27.8,93.4
2020-07-12,Yogyakarta,0.0,34.4,64.1
2020-07-13,Yogyakarta,0.0,34.4,70.4
2020-07-14,Yogyakarta,13.57,28.9,88.8
2020-07-15,Yogyakarta,0.0,31.1,83.2
2020-07-16,Yogyakarta,0.0,33.8,56.5
2020-07-17,Yogyakarta,0.0,33.4,65.4
2020-07-18,Yogyakarta,0.0,32.7,70.5
2020-07-19,Yogyakarta,0.0,34.1,75.1
2020-07-20,Yogyakarta,0.0,29.3,71.3
2020-07-21,Yogyakarta,0.0,33.5,64.5
2020-07-22,Yogyakarta,0.0,35.8,74.0
2020-07-23,Yogyakarta,0.0,31.6,55.7
2020-07-24,Yogyakarta,0.0,29.3,53.4
2020-07-25,Yogyakarta,0.0,32.3,69.9
2020-07-26,Yogyakarta,11.9,27.6,89.2
2020-07-27,Yogyakarta,7.41,29.7,81.5
2020-07-28,Yogyakarta,0.0,29.1,51.3
2020-07-29,Yogyakarta,4.15,26.4,94.8
2020-07-30,Yogyakarta,0.0,34.2,68.3
2020-07-31,Yogyakarta,0.0,32.2,64.9
2020-08-01,Yogyakarta,0.0,30.5,79.2
2020-08-02,Yogyakarta,0.88,27.2,88.6
2020-08-03,Yogyakarta,0.0,32.8,64.0
2020-08-04,Yogyakarta,3.25,30.1,82.1
2020-08-05,Yogyakarta,0.0,32.8,59.3
2020-08-06,Yogyakarta,1.71,27.5,90.3
2020-08-07,Yogyakarta,0.0,34.6,72.4
2020-08-08,Yogyakarta,0.0,36.6,66.8
2020-08-09,Yogyakarta,0.0,29.4,53.1
2020-08-10,Yogyakarta,0.0,27.8,72.3
2020-08-11,Yogyakarta,0.0,34.3,61.8
2020-08-12,Yogyakarta,15.79,31.5,91.7
2020-08-13,Yogyakarta,0.0,31.3,77.0
2020-08-14,Yogyakarta,0.0,33.3,70.2
2020-08-15,Yogyakarta,0.0,32.1,60.2
2020-08-16,Yogyakarta,0.0,30.4,76.1
2020-08-17,Yogyakarta,0.0,31.4,61.2
2020-08-18,Yogyakarta,0.0,31.7,71.7
2020-08-19,Yogyakarta,0.0,32.0,55.1
2020-08-20,Yogyakarta,16.65,26.7,91.9
2020-08-21,Yogyakarta,0.0,32.7,58.5
2020-08-22,Yogyakarta,0.0,30.9,73.4
2020-08-23,Yogyakarta,0.0,33.0,65.2
2020-08-24,Yogyakarta,0.0,34.4,58.9
2020-08-25,Yogyakarta,0.0,33.5,59.7
2020-08-26,Yogyakarta,0.0,29.8,59.3
2020-08-27,Yogyakarta,0.0,32.2,77.2
2020-08-28,Yogyakarta,6.72,24.8,81.2
2020-08-29,Yogyakarta,0.0,32.3,65.2
2020-08-30,Yogyakarta,0.0,33.8,67.4
2020-08-31,Yogyakarta,0.0,33.4,55.4
2020-09-01,Yogyakarta,0.0,33.8,60.1
2020-09-02,Yogyakarta,0.0,33.6,53.0
2020-09-03,Yogyakarta,0.0,35.8,76.4
2020-09-04,Yogyakarta,0.0,31.3,65.2
2020-09-05,Yogyakarta,0.0,33.9,58.6
2020-09-06,Yogyakarta,0.0,32.8,71.4
2020-09-07,Yogyakarta,0.0,32.3,69.5
2020-09-08,Yogyakarta,0.0,37.0,66.8
2020-09-09,Yogyakarta,1.93,29.1,88.1
2020-09-10,Yogyakarta,5.26,26.8,78.7
2020-09-11,Yogyakarta,1.49,26.5,86.4
2020-09-12,Yogyakarta,0.0,31.8,85.9
2020-09-13,Yogyakarta,0.0,33.1,74.6
2020-09-14,Yogyakarta,0.0,29.7,61.1
2020-09-15,Yogyakarta,0.0,34.8,69.6
2020-09-16,Yogyakarta,0.0,31.9,71.9
2020-09-17,Yogyakarta,0.0,33.5,68.8
2020-09-18,Yogyakarta,0.0,35.5,70.1
2020-09-19,Yogyakarta,0.0,31.6,58.4
2020-09-20,Yogyakarta,0.0,32.9,66.2
2020-09-21,Yogyakarta,0.0,32.4,80.9
2020-09-22,Yogyakarta,0.0,32.8,65.9
2020-09-23,Yogyakarta,2.86,28.0,90.4
2020-09-24,Yogyakarta,0.0,32.8,73.8
2020-09-25,Yogyakarta,0.0,31.8,63.3
2020-09-26,Yogyakarta,0.0,35.3,65.4
2020-09-27,Yogyakarta,0.0,32.1,77.0
2020-09-28,Yogyakarta,0.0,33.7,62.0
2020-09-29,Yogyakarta,0.0,32.0,73.7
2020-09-30,Yogyakarta,0.0,31.1,61.6
2020-10-01,Yogyakarta,0.0,29.5,69.1
2020-10-02,Yogyakarta,0.0,33.2,55.2
2020-10-03,Yogyakarta,0.0,33.1,51.6
2020-10-04,Yogyakarta,0.0,30.7,53.3
2020-10-05,Yogyakarta,0.0,33.9,47.2
2020-10-06,Yogyakarta,0.0,32.4,47.9
2020-10-07,Yogyakarta,0.0,30.4,58.6
2020-10-08,Yogyakarta,0.0,29.0,57.4
2020-10-09,Yogyakarta,0.0,30.6,68.8
2020-10-10,Yogyakarta,0.0,33.0,70.6
2020-10-11,Yogyakarta,0.0,25.9,62.8
2020-10-12,Yogyakarta,0.0,30.9,57.4
2020-10-13,Yogyakarta,0.0,29.3,62.1
2020-10-14,Yogyakarta,0.0,31.2,63.0
2020-10-15,Yogyakarta,3.33,24.9,79.8
2020-10-16,Yogyakarta,2.69,26.5,77.9
2020-10-17,Yogyakarta,8.1,27.7,79.6
2020-10-18,Yogyakarta,0.0,32.8,65.4
2020-10-19,Yogyakarta,0.0,30.7,77.2
2020-10-20,Yogyakarta,5.84,27.9,80.7
2020-10-21,Yogyakarta,0.0,30.9,59.1
2020-10-22,Yogyakarta,0.0,34.2,47.0
2020-10-23,Yogyakarta,0.0,36.7,67.1
2020-10-24,Yogyakarta,0.0,31.4,72.1
2020-10-25,Yogyakarta,0.0,28.9,83.5
2020-10-26,Yogyakarta,0.0,33.9,72.3
2020-10-27,Yogyakarta,0.0,30.9,60.1
2020-10-28,Yogyakarta,0.0,29.9,57.5
2020-10-29,Yogyakarta,0.0,30.1,73.6
2020-10-30,Yogyakarta,0.0,35.6,76.9
2020-10-31,Yogyakarta,2.78,28.4,76.2
2020-11-01,Yogyakarta,24.26,28.4,82.2
2020-11-02,Yogyakarta,0.0,30.4,71.7
2020-11-03,Yogyakarta,18.56,28.4,87.9
2020-11-04,Yogyakarta,35.0,27.6,83.0
2020-11-05,Yogyakarta,0.0,29.5,76.4
2020-11-06,Yogyakarta,0.0,32.5,64.6
2020-11-07,Yogyakarta,33.77,30.2,82.3
2020-11-08,Yogyakarta,0.0,31.9,65.5
2020-11-09,Yogyakarta,0.0,32.1,63.0
2020-11-10,Yogyakarta,0.0,31.8,63.4
2020-11-11,Yogyakarta,0.0,31.7,62.6
2020-11-12,Yogyakarta,13.41,29.3,78.8
2020-11-13,Yogyakarta,4.19,29.3,78.3
2020-11-14,Yogyakarta,40.54,27.4,86.7
2020-11-15,Yogyakarta,0.0,29.8,64.3
2020-11-16,Yogyakarta,9.2,26.9,87.3
2020-11-17,Yogyakarta,4.67,26.8,87.6
2020-11-18,Yogyakarta,19.29,29.8,87.7
2020-11-19,Yogyakarta,7.08,30.2,80.9
2020-11-20,Yogyakarta,0.0,34.9,52.3
2020-11-21,Yogyakarta,0.0,34.0,45.9
2020-11-22,Yogyakarta,0.0,28.5,63.6
2020-11-23,Yogyakarta,55.5,26.1,82.4
2020-11-24,Yogyakarta,0.0,32.2,64.6
2020-11-25,Yogyakarta,9.6,27.9,79.1
2020-11-26,Yogyakarta,0.0,29.5,69.8
2020-11-27,Yogyakarta,0.0,30.8,62.7
2020-11-28,Yogyakarta,0.0,33.4,69.0
2020-11-29,Yogyakarta,21.02,30.7,86.7
2020-11-30,Yogyakarta,0.0,32.4,61.0
2020-12-01,Yogyakarta,14.18,26.6,90.3
2020-12-02,Yogyakarta,0.0,31.2,71.4
2020-12-03,Yogyakarta,2.77,27.3,92.7
2020-12-04,Yogyakarta,0.0,32.7,59.5
2020-12-05,Yogyakarta,0.0,33.6,75.9
2020-12-06,Yogyakarta,30.06,28.4,78.5
2020-12-07,Yogyakarta,41.72,26.4,88.9
2020-12-08,Yogyakarta,73.65,23.1,82.2
2020-12-09,Yogyakarta,0.0,32.5,61.6
2020-12-10,Yogyakarta,14.43,25.3,79.1
2020-12-11,Yogyakarta,0.0,33.1,71.7
2020-12-12,Yogyakarta,110.87,28.9,87.6
2020-12-13,Yogyakarta,16.48,28.0,89.1
2020-12-14,Yogyakarta,0.0,31.7,68.4
2020-12-15,Yogyakarta,8.39,30.1,79.7
2020-12-16,Yogyakarta,21.03,29.1,82.4
2020-12-17,Yogyakarta,0.0,28.8,64.9
2020-12-18,Yogyakarta,16.42,28.0,86.2
2020-12-19,Yogyakarta,0.0,29.7,59.5
2020-12-20,Yogyakarta,0.0,33.9,64.9
2020-12-21,Yogyakarta,33.06,29.0,78.6
2020-12-22,Yogyakarta,0.0,30.2,64.2
2020-12-23,Yogyakarta,0.0,29.3,81.5
2020-12-24,Yogyakarta,45.75,26.7,87.5
2020-12-25,Yogyakarta,0.0,29.7,76.0
2020-12-26,Yogyakarta,0.0,33.0,70.6
2020-12-27,Yogyakarta,0.0,32.6,63.6
2020-12-28,Yogyakarta,0.0,33.7,74.5
2020-12-29,Yogyakarta,25.23,29.0,79.9
2020-12-30,Yogyakarta,0.0,30.6,49.0
2020-12-31,Yogyakarta,0.0,30.9,65.2
2021-01-01,Yogyakarta,16.02,27.1,92.5
2021-01-02,Yogyakarta,27.09,28.9,88.9
2021-01-03,Yogyakarta,0.0,34.6,66.6
2021-01-04,Yogyakarta,0.0,30.7,65.6
2021-01-05,Yogyakarta,0.0,33.8,61.3
2021-01-06,Yogyakarta,0.0,31.4,70.9
2021-01-07,Yogyakarta,17.17,32.5,90.4
2021-01-08,Yogyakarta,0.0,32.4,48.9
2021-01-09,Yogyakarta,0.0,36.0,84.9
2021-01-10,Yogyakarta,11.13,26.6,79.0
2021-01-11,Yogyakarta,0.0,28.8,65.3
2021-01-12,Yogyakarta,24.87,27.9,83.7
2021-01-13,Yogyakarta,17.77,30.6,83.8
2021-01-14,Yogyakarta,36.28,27.1,78.3
2021-01-15,Yogyakarta,3.77,27.9,86.1
2021-01-16,Yogyakarta,0.0,29.6,42.4
2021-01-17,Yogyakarta,0.0,31.0,59.0
2021-01-18,Yogyakarta,12.64,30.5,78.0
2021-01-19,Yogyakarta,0.0,30.7,61.0
2021-01-20,Yogyakarta,0.0,32.2,56.4
2021-01-21,Yogyakarta,0.0,29.8,67.0
2021-01-22,Yogyakarta,0.0,32.8,69.4
2021-01-23,Yogyakarta,0.0,31.5,55.5
2021-01-24,Yogyakarta,5.23,25.2,90.2
2021-01-25,Yogyakarta,14.97,31.6,85.7
2021-01-26,Yogyakarta,0.0,33.9,46.3
2021-01-27,Yogyakarta,21.52,25.9,88.6
2021-01-28,Yogyakarta,0.0,33.4,75.9
2021-01-29,Yogyakarta,0.0,33.4,55.7
2021-01-30,Yogyakarta,9.61,27.5,88.3
2021-01-31,Yogyakarta,0.0,33.1,75.4
2021-02-01,Yogyakarta,0.0,31.5,82.9
2021-02-02,Yogyakarta,16.49,26.1,81.4
2021-02-03,Yogyakarta,0.0,33.4,68.0
2021-02-04,Yogyakarta,0.0,33.9,80.1
2021-02-05,Yogyakarta,0.0,32.6,76.6
2021-02-06,Yogyakarta,0.0,33.0,51.1
2021-02-07,Yogyakarta,0.0,30.1,58.3
2021-02-08,Yogyakarta,0.0,32.7,55.9
2021-02-09,Yogyakarta,0.0,33.4,74.0
2021-02-10,Yogyakarta,0.0,31.4,62.9
2021-02-11,Yogyakarta,0.0,32.6,77.4
2021-02-12,Yogyakarta,0.0,33.3,74.6
2021-02-13,Yogyakarta,118.91,27.4,83.9
2021-02-14,Yogyakarta,0.0,32.6,78.3
2021-02-15,Yogyakarta,31.35,26.5,84.2
2021-02-16,Yogyakarta,0.0,34.2,69.9
2021-02-17,Yogyakarta,19.34,28.7,88.7
2021-02-18,Yogyakarta,0.0,32.1,53.2
2021-02-19,Yogyakarta,24.49,26.4,88.7
2021-02-20,Yogyakarta,33.49,27.6,80.9
2021-02-21,Yogyakarta,0.0,31.2,52.2
2021-02-22,Yogyakarta,0.0,32.0,64.4
2021-02-23,Yogyakarta,0.0,32.1,63.9
2021-02-24,Yogyakarta,0.0,34.6,74.8
2021-02-25,Yogyakarta,44.5,27.3,92.8
2021-02-26,Yogyakarta,0.0,30.6,76.7
2021-02-27,Yogyakarta,0.0,27.9,55.3
2021-02-28,Yogyakarta,12.84,28.8,92.1
2021-03-01,Yogyakarta,53.8,23.7,86.2
2021-03-02,Yogyakarta,0.0,35.7,61.7
2021-03-03,Yogyakarta,0.0,27.6,64.2
2021-03-04,Yogyakarta,50.6,24.9,87.0
2021-03-05,Yogyakarta,52.22,27.5,78.1
2021-03-06,Yogyakarta,0.0,33.7,68.3
2021-03-07,Yogyakarta,14.25,30.2,84.7
2021-03-08,Yogyakarta,0.0,33.4,81.0
2021-03-09,Yogyakarta,24.05,29.7,88.5
2021-03-10,Yogyakarta,3.46,24.6,91.7
2021-03-11,Yogyakarta,16.37,31.0,87.8
2021-03-12,Yogyakarta,0.0,34.0,74.4
2021-03-13,Yogyakarta,53.06,28.4,81.6
2021-03-14,Yogyakarta,0.0,35.3,64.7
